Time,Va,Vb,Vc,Ia,Ib,Ic,Fault_Type,Zone
0.0,0.024835707650561634,-0.04793892281137675,0.03827010779659146,0.04308460051697467,0.032183518999831434,0.026136574206466145,6,0
0.0010002222716159147,0.05490346587140815,0.24145797017439663,0.36275403976501686,4.65990528910904,0.29276431601402464,0.4786873932298737,7,0
0.0020004445432318294,0.149964073255003,0.5087188122622063,0.6128327273508282,8.895179745196598,0.7746135162099549,0.7691377158437278,0,0
0.003000666814847744,0.23797951470853018,0.8297900550478952,0.7120152248874436,12.190900008824762,0.9119319621486731,1.028442824235189,2,1
0.004000889086463659,0.1785208897037298,0.9404394073128035,0.943371670574426,14.33892650589187,1.2163268543835488,1.161520582954304,7,1
0.005001111358079574,0.18829313996242708,1.0189702089296844,0.9422145603035837,15.135098476314209,1.1725887793212426,1.3286798121319054,4,1
0.006001333629695488,0.269146033439153,0.9854505976239821,0.9407966746726334,14.352266904680851,0.9690076434185214,1.1094847016631528,1,1
0.007001555901311403,0.2001176540235516,0.8220104374871433,0.85772979963641,12.114895195410107,0.8722338813461263,0.9414451785221394,2,1
0.008001778172927318,0.09399292467171824,0.6202213786497,0.6025907616375793,8.697708182027256,0.661758392941889,0.5142425285153438,4,3
0.009002000444543232,0.08881184900623029,0.3049426198238387,0.3658237774577625,4.7930683053203555,0.5069219833380004,0.47571948534647257,2,3
0.010002222716159147,-0.0233105420044054,-0.06004795623129869,0.016389409207151612,-0.034246639618382854,0.08927641887370874,-0.008530519772145877,4,1
0.011002444987775062,-0.08523597256942125,-0.2568567154161977,-0.374663721445663,-4.693522108154182,-0.20931076811647079,-0.07833633873753415,2,2
0.012002667259390976,-0.1055944778207997,-0.6179185636356093,-0.7145053073294246,-9.000617036709048,-0.5407920267928776,-0.7467088175771912,1,2
0.013002889531006891,-0.25757405953516327,-0.8563300514493424,-0.8021097984303165,-12.109406237139291,-1.0249353642725567,-0.9626024708754817,7,3
0.014003111802622805,-0.2765175230853526,-0.9602540510881732,-0.9620544806171254,-14.255483699082193,-1.160478474733427,-1.086979293398639,3,3
0.015003334074238721,-0.22811426675103252,-1.0456399974097486,-1.0488467384140114,-15.151503265298738,-1.2411273341669613,-1.3101893390327721,3,2
0.016003556345854635,-0.2407836901691303,-0.9715821898607716,-1.0357420332445009,-14.215332657217363,-1.2080038654436676,-1.1049980335263956,1,2
0.01700377861747055,-0.1459513677458758,-0.7911159757995166,-0.8450558325525253,-12.174599270243105,-1.1541318771868738,-0.9665162630489492,2,2
0.018004000889086463,-0.162754788085755,-0.569350834586715,-0.5964924957939105,-8.532487322498215,-0.7055962776605098,-0.7344903248284897,6,3
0.01900422316070238,-0.1321661677133374,-0.35264641654933515,-0.27446102205159606,-4.673259817702048,-0.49786245524477546,-0.25204550000999804,4,3
0.020004445432318295,0.07356175310554472,-0.02298869534658819,0.010828127369934088,-0.022570733759753523,-0.0017413001924138883,-0.08869898384122347,0,2
0.021004667703934207,0.050793443620672396,0.36412794346538446,0.39081465557665485,4.568691775949501,0.5840706328285452,0.39998376316984424,2,3
0.022004889975550123,0.12118188929518861,0.6138474011910082,0.5372471925062743,8.96319858166363,0.6558983647321025,0.8522993035087574,1,1
0.02300511224716604,0.09075458445767066,0.9137132208084936,0.85401291344701,12.112121953179285,0.9914293631720865,0.9012897870173362,5,2
0.02400533451878195,0.1630954754759346,1.01057946719723,0.9539379956682003,14.201104462287978,1.2325525087931126,1.1121990719448867,3,0
0.025005556790397867,0.20554582473272023,1.0572131296641263,1.034731932442062,15.070672644534074,1.2280273006799458,1.4345286278305422,3,2
0.026005779062013783,0.13254910405575157,0.8811004871110645,0.9286681714712108,14.119373425973684,1.1698411163548552,1.1880318040769913,7,3
0.0270060013336297,0.18036637327468566,0.8461003793686805,0.8614913804827399,12.181121481430049,0.9332485907756032,0.9188690864815907,2,0
0.02800622360524561,0.08720853293284195,0.5835469970603137,0.6009635750640725,8.97117502881875,0.6802550070680677,0.7837052805840201,4,0
0.029006445876861527,0.046833400964011035,0.27954135209439546,0.27311819302735996,4.663017417309124,0.2725074785067867,0.31169917556879434,6,2
0.030006668148477442,-0.030504302430426573,0.006305907929191229,-0.002696060533780657,0.032366945204238017,0.08209066997201853,-0.1590054233217526,6,1
0.031006890420093355,0.03039890709794789,-0.2638144339079771,-0.3230528035765544,-4.579119137871676,-0.5474391784276711,-0.23605361822912233,1,1
0.03200711269170927,-0.11859317051689372,-0.5645499668494269,-0.5651326288719785,-8.672902393132224,-0.6104010218413448,-0.8178157820977432,1,3
0.03300733496332518,-0.21495940769417676,-0.8542929962978569,-0.8693581437025485,-12.034550197476719,-1.112813005951429,-0.7272719049808586,4,0
0.0340075572349411,-0.1492302535412583,-0.9146645500536116,-0.9532550808384022,-14.232845463754028,-1.045884267472226,-1.1910782324253615,4,1
0.035007779506557014,-0.2610415851832616,-1.031876390527345,-0.9802316507910852,-14.909566061289683,-1.2353781687294743,-0.9866699479520766,6,3
0.03600800177817293,-0.17961215925805696,-0.9394425390930471,-0.9486255296822445,-14.342743918168617,-1.2635189028628218,-1.2771991409022811,2,0
0.037008224049788846,-0.2594826377452934,-0.8226631611308883,-0.740148595538784,-12.034805507273113,-0.9110649248004742,-0.8664454306832552,6,3
0.03800844632140476,-0.1835365958258074,-0.5965797794931575,-0.5469353281926802,-8.885102600684812,-0.609887006780074,-0.6527911329770144,2,1
0.03900866859302067,-0.05144210251958242,-0.2681136728099942,-0.30679986139407106,-4.6330895653410575,-0.41151885068477734,-0.28393636331292527,5,3
